"","gains_losses","value","flux","case","city","app","case_graph","gains","exchange","sum","per"
"1398","west_extwalls_convection_gain",135058.859280005,"convection","U001_Caso01_1a7_ac_in1_1.csv","saopaulo","SALA","Air Conditioner","gain","west_extwalls",1364100.30425632,0.099
"1399","east_extwalls_convection_gain",33323.8273234814,"convection","U001_Caso01_1a7_ac_in1_1.csv","saopaulo","SALA","Air Conditioner","gain","east_extwalls",324488.813918435,0.1027
"1400","none_roof_convection_loss",-432914.196150656,"convection","U001_Caso01_1a7_ac_in1_1.csv","saopaulo","SALA","Air Conditioner","loss","roof",-1824121.39847421,0.2373
"1401","none_floor_convection_loss",-372579.417873432,"convection","U001_Caso01_1a7_ac_in1_1.csv","saopaulo","SALA","Air Conditioner","loss","floor",-2071012.48115458,0.1799
"1402","none_intwalls_convection_loss",-545197.867778971,"convection","U001_Caso01_1a7_ac_in1_1.csv","saopaulo","SALA","Air Conditioner","loss","intwalls",-1681805.95629012,0.3242
"1403","south_extwalls_convection_loss",-114840.624544106,"convection","U001_Caso01_1a7_ac_in1_1.csv","saopaulo","SALA","Air Conditioner","loss","south_extwalls",-770340.721293685,0.1491
"1404","north_extwalls_convection_loss",-110903.970861309,"convection","U001_Caso01_1a7_ac_in1_1.csv","saopaulo","SALA","Air Conditioner","loss","north_extwalls",-429785.557295222,0.258
"1405","west_extwalls_convection_loss",-349837.688710726,"convection","U001_Caso01_1a7_ac_in1_1.csv","saopaulo","SALA","Air Conditioner","loss","west_extwalls",-1364101.97718443,0.2565
"1406","east_extwalls_convection_loss",-76093.463081532,"convection","U001_Caso01_1a7_ac_in1_1.csv","saopaulo","SALA","Air Conditioner","loss","east_extwalls",-324491.46536505,0.2345
"1407","none_roof_conduction_gain",1147970.34089812,"conduction","U001_Caso01_1a7_ac_in1_1.csv","saopaulo","SALA","Air Conditioner","gain","roof",1824118.77030624,0.6293
"1408","none_floor_conduction_gain",650262.759125883,"conduction","U001_Caso01_1a7_ac_in1_1.csv","saopaulo","SALA","Air Conditioner","gain","floor",2071009.5349512,0.314
"1409","none_intwalls_conduction_gain",813533.324773351,"conduction","U001_Caso01_1a7_ac_in1_1.csv","saopaulo","SALA","Air Conditioner","gain","intwalls",1681800.95159514,0.4837
"1410","south_extwalls_conduction_gain",46636.1750180888,"conduction","U001_Caso01_1a7_ac_in1_1.csv","saopaulo","SALA","Air Conditioner","gain","south_extwalls",770339.443744496,0.0605
"1411","north_extwalls_conduction_gain",193851.467951581,"conduction","U001_Caso01_1a7_ac_in1_1.csv","saopaulo","SALA","Air Conditioner","gain","north_extwalls",429782.793399238,0.451
"1412","west_extwalls_conduction_gain",591018.679450346,"conduction","U001_Caso01_1a7_ac_in1_1.csv","saopaulo","SALA","Air Conditioner","gain","west_extwalls",1364100.30425632,0.4333
"1413","east_extwalls_conduction_gain",110264.579915713,"conduction","U001_Caso01_1a7_ac_in1_1.csv","saopaulo","SALA","Air Conditioner","gain","east_extwalls",324488.813918435,0.3398
"1414","none_roof_conduction_loss",-328828.10741361,"conduction","U001_Caso01_1a7_ac_in1_1.csv","saopaulo","SALA","Air Conditioner","loss","roof",-1824121.39847421,0.1803
"1415","none_floor_conduction_loss",-1081865.66845596,"conduction","U001_Caso01_1a7_ac_in1_1.csv","saopaulo","SALA","Air Conditioner","loss","floor",-2071012.48115458,0.5224
"1416","none_intwalls_conduction_loss",-515469.914932966,"conduction","U001_Caso01_1a7_ac_in1_1.csv","saopaulo","SALA","Air Conditioner","loss","intwalls",-1681805.95629012,0.3065
"1417","south_extwalls_conduction_loss",-647131.067063649,"conduction","U001_Caso01_1a7_ac_in1_1.csv","saopaulo","SALA","Air Conditioner","loss","south_extwalls",-770340.721293685,0.8401
"1418","north_extwalls_conduction_loss",-178336.573191951,"conduction","U001_Caso01_1a7_ac_in1_1.csv","saopaulo","SALA","Air Conditioner","loss","north_extwalls",-429785.557295222,0.4149
"1419","west_extwalls_conduction_loss",-676389.235754898,"conduction","U001_Caso01_1a7_ac_in1_1.csv","saopaulo","SALA","Air Conditioner","loss","west_extwalls",-1364101.97718443,0.4958
"1420","east_extwalls_conduction_loss",-156377.783949757,"conduction","U001_Caso01_1a7_ac_in1_1.csv","saopaulo","SALA","Air Conditioner","loss","east_extwalls",-324491.46536505,0.4819
"1421","none_roof_solarrad_gain",346678.718461978,"solarrad","U001_Caso01_1a7_ac_in1_1.csv","saopaulo","SALA","Air Conditioner","gain","roof",1824118.77030624,0.1901
"1422","none_floor_solarrad_gain",382416.234208216,"solarrad","U001_Caso01_1a7_ac_in1_1.csv","saopaulo","SALA","Air Conditioner","gain","floor",2071009.5349512,0.1847
"1423","none_intwalls_solarrad_gain",402811.087592341,"solarrad","U001_Caso01_1a7_ac_in1_1.csv","saopaulo","SALA","Air Conditioner","gain","intwalls",1681800.95159514,0.2395
"1424","south_extwalls_solarrad_gain",102302.893921924,"solarrad","U001_Caso01_1a7_ac_in1_1.csv","saopaulo","SALA","Air Conditioner","gain","south_extwalls",770339.443744496,0.1328
"1425","north_extwalls_solarrad_gain",54098.7199253114,"solarrad","U001_Caso01_1a7_ac_in1_1.csv","saopaulo","SALA","Air Conditioner","gain","north_extwalls",429782.793399238,0.1259
"1426","west_extwalls_solarrad_gain",156428.801951552,"solarrad","U001_Caso01_1a7_ac_in1_1.csv","saopaulo","SALA","Air Conditioner","gain","west_extwalls",1364100.30425632,0.1147
"1427","east_extwalls_solarrad_gain",56655.1040456787,"solarrad","U001_Caso01_1a7_ac_in1_1.csv","saopaulo","SALA","Air Conditioner","gain","east_extwalls",324488.813918435,0.1746
"1428","none_roof_solarrad_loss",0,"solarrad","U001_Caso01_1a7_ac_in1_1.csv","saopaulo","SALA","Air Conditioner","loss","roof",-1824121.39847421,0
"1429","none_floor_solarrad_loss",0,"solarrad","U001_Caso01_1a7_ac_in1_1.csv","saopaulo","SALA","Air Conditioner","loss","floor",-2071012.48115458,0
"1430","none_intwalls_solarrad_loss",0,"solarrad","U001_Caso01_1a7_ac_in1_1.csv","saopaulo","SALA","Air Conditioner","loss","intwalls",-1681805.95629012,0
"1431","south_extwalls_solarrad_loss",0,"solarrad","U001_Caso01_1a7_ac_in1_1.csv","saopaulo","SALA","Air Conditioner","loss","south_extwalls",-770340.721293685,0
"1432","north_extwalls_solarrad_loss",0,"solarrad","U001_Caso01_1a7_ac_in1_1.csv","saopaulo","SALA","Air Conditioner","loss","north_extwalls",-429785.557295222,0
"1433","west_extwalls_solarrad_loss",0,"solarrad","U001_Caso01_1a7_ac_in1_1.csv","saopaulo","SALA","Air Conditioner","loss","west_extwalls",-1364101.97718443,0
"1434","east_extwalls_solarrad_loss",0,"solarrad","U001_Caso01_1a7_ac_in1_1.csv","saopaulo","SALA","Air Conditioner","loss","east_extwalls",-324491.46536505,0
"1435","none_roof_swlights_gain",11352.5822768654,"swlights","U001_Caso01_1a7_ac_in1_1.csv","saopaulo","SALA","Air Conditioner","gain","roof",1824118.77030624,0.0062
"1436","none_floor_swlights_gain",11352.5822768654,"swlights","U001_Caso01_1a7_ac_in1_1.csv","saopaulo","SALA","Air Conditioner","gain","floor",2071009.5349512,0.0055
"1437","none_intwalls_swlights_gain",13191.6830168069,"swlights","U001_Caso01_1a7_ac_in1_1.csv","saopaulo","SALA","Air Conditioner","gain","intwalls",1681800.95159514,0.0078
"1438","south_extwalls_swlights_gain",4512.65754759836,"swlights","U001_Caso01_1a7_ac_in1_1.csv","saopaulo","SALA","Air Conditioner","gain","south_extwalls",770339.443744496,0.0059
"1439","north_extwalls_swlights_gain",1916.34360676281,"swlights","U001_Caso01_1a7_ac_in1_1.csv","saopaulo","SALA","Air Conditioner","gain","north_extwalls",429782.793399238,0.0045
"1440","west_extwalls_swlights_gain",6365.53273566987,"swlights","U001_Caso01_1a7_ac_in1_1.csv","saopaulo","SALA","Air Conditioner","gain","west_extwalls",1364100.30425632,0.0047
"1441","east_extwalls_swlights_gain",1624.43126370013,"swlights","U001_Caso01_1a7_ac_in1_1.csv","saopaulo","SALA","Air Conditioner","gain","east_extwalls",324488.813918435,0.005
"1442","none_roof_swlights_loss",0,"swlights","U001_Caso01_1a7_ac_in1_1.csv","saopaulo","SALA","Air Conditioner","loss","roof",-1824121.39847421,0
"1443","none_floor_swlights_loss",0,"swlights","U001_Caso01_1a7_ac_in1_1.csv","saopaulo","SALA","Air Conditioner","loss","floor",-2071012.48115458,0
"1444","none_intwalls_swlights_loss",0,"swlights","U001_Caso01_1a7_ac_in1_1.csv","saopaulo","SALA","Air Conditioner","loss","intwalls",-1681805.95629012,0
"1445","south_extwalls_swlights_loss",0,"swlights","U001_Caso01_1a7_ac_in1_1.csv","saopaulo","SALA","Air Conditioner","loss","south_extwalls",-770340.721293685,0
"1446","north_extwalls_swlights_loss",0,"swlights","U001_Caso01_1a7_ac_in1_1.csv","saopaulo","SALA","Air Conditioner","loss","north_extwalls",-429785.557295222,0
"1447","west_extwalls_swlights_loss",0,"swlights","U001_Caso01_1a7_ac_in1_1.csv","saopaulo","SALA","Air Conditioner","loss","west_extwalls",-1364101.97718443,0
"1448","east_extwalls_swlights_loss",0,"swlights","U001_Caso01_1a7_ac_in1_1.csv","saopaulo","SALA","Air Conditioner","loss","east_extwalls",-324491.46536505,0
"1449","none_roof_lwinternal_gain",82518.8937202705,"lwinternal","U001_Caso01_1a7_ac_in1_1.csv","saopaulo","SALA","Air Conditioner","gain","roof",1824118.77030624,0.0452
"1450","none_floor_lwinternal_gain",82518.8937202705,"lwinternal","U001_Caso01_1a7_ac_in1_1.csv","saopaulo","SALA","Air Conditioner","gain","floor",2071009.5349512,0.0398
"1451","none_intwalls_lwinternal_gain",95886.8266538522,"lwinternal","U001_Caso01_1a7_ac_in1_1.csv","saopaulo","SALA","Air Conditioner","gain","intwalls",1681800.95159514,0.057
"1452","south_extwalls_lwinternal_gain",28276.9866714553,"lwinternal","U001_Caso01_1a7_ac_in1_1.csv","saopaulo","SALA","Air Conditioner","gain","south_extwalls",770339.443744496,0.0367
"1453","north_extwalls_lwinternal_gain",12900.4365176869,"lwinternal","U001_Caso01_1a7_ac_in1_1.csv","saopaulo","SALA","Air Conditioner","gain","north_extwalls",429782.793399238,0.03
"1454","west_extwalls_lwinternal_gain",39887.3795373735,"lwinternal","U001_Caso01_1a7_ac_in1_1.csv","saopaulo","SALA","Air Conditioner","gain","west_extwalls",1364100.30425632,0.0292
"1455","east_extwalls_lwinternal_gain",11071.2701457761,"lwinternal","U001_Caso01_1a7_ac_in1_1.csv","saopaulo","SALA","Air Conditioner","gain","east_extwalls",324488.813918435,0.0341
"1456","none_roof_lwinternal_loss",0,"lwinternal","U001_Caso01_1a7_ac_in1_1.csv","saopaulo","SALA","Air Conditioner","loss","roof",-1824121.39847421,0
"1457","none_floor_lwinternal_loss",0,"lwinternal","U001_Caso01_1a7_ac_in1_1.csv","saopaulo","SALA","Air Conditioner","loss","floor",-2071012.48115458,0
"1458","none_intwalls_lwinternal_loss",0,"lwinternal","U001_Caso01_1a7_ac_in1_1.csv","saopaulo","SALA","Air Conditioner","loss","intwalls",-1681805.95629012,0
"1459","south_extwalls_lwinternal_loss",0,"lwinternal","U001_Caso01_1a7_ac_in1_1.csv","saopaulo","SALA","Air Conditioner","loss","south_extwalls",-770340.721293685,0
"1460","north_extwalls_lwinternal_loss",0,"lwinternal","U001_Caso01_1a7_ac_in1_1.csv","saopaulo","SALA","Air Conditioner","loss","north_extwalls",-429785.557295222,0
"1461","west_extwalls_lwinternal_loss",0,"lwinternal","U001_Caso01_1a7_ac_in1_1.csv","saopaulo","SALA","Air Conditioner","loss","west_extwalls",-1364101.97718443,0
"1462","east_extwalls_lwinternal_loss",0,"lwinternal","U001_Caso01_1a7_ac_in1_1.csv","saopaulo","SALA","Air Conditioner","loss","east_extwalls",-324491.46536505,0
"1463","none_roof_lwsurfaces_gain",161608.005169346,"lwsurfaces","U001_Caso01_1a7_ac_in1_1.csv","saopaulo","SALA","Air Conditioner","gain","roof",1824118.77030624,0.0886
"1464","none_floor_lwsurfaces_gain",875066.014655202,"lwsurfaces","U001_Caso01_1a7_ac_in1_1.csv","saopaulo","SALA","Air Conditioner","gain","floor",2071009.5349512,0.4225
"1465","none_intwalls_lwsurfaces_gain",275612.272663508,"lwsurfaces","U001_Caso01_1a7_ac_in1_1.csv","saopaulo","SALA","Air Conditioner","gain","intwalls",1681800.95159514,0.1639
"1466","south_extwalls_lwsurfaces_gain",458611.68671241,"lwsurfaces","U001_Caso01_1a7_ac_in1_1.csv","saopaulo","SALA","Air Conditioner","gain","south_extwalls",770339.443744496,0.5953
"1467","north_extwalls_lwsurfaces_gain",129656.890392387,"lwsurfaces","U001_Caso01_1a7_ac_in1_1.csv","saopaulo","SALA","Air Conditioner","gain","north_extwalls",429782.793399238,0.3017
"1468","west_extwalls_lwsurfaces_gain",435341.051301369,"lwsurfaces","U001_Caso01_1a7_ac_in1_1.csv","saopaulo","SALA","Air Conditioner","gain","west_extwalls",1364100.30425632,0.3191
"1469","east_extwalls_lwsurfaces_gain",111549.601224086,"lwsurfaces","U001_Caso01_1a7_ac_in1_1.csv","saopaulo","SALA","Air Conditioner","gain","east_extwalls",324488.813918435,0.3438
"1470","none_roof_lwsurfaces_loss",-1062379.09490994,"lwsurfaces","U001_Caso01_1a7_ac_in1_1.csv","saopaulo","SALA","Air Conditioner","loss","roof",-1824121.39847421,0.5824
"1471","none_floor_lwsurfaces_loss",-616567.394825188,"lwsurfaces","U001_Caso01_1a7_ac_in1_1.csv","saopaulo","SALA","Air Conditioner","loss","floor",-2071012.48115458,0.2977
"1472","none_intwalls_lwsurfaces_loss",-621138.173578182,"lwsurfaces","U001_Caso01_1a7_ac_in1_1.csv","saopaulo","SALA","Air Conditioner","loss","intwalls",-1681805.95629012,0.3693
"1473","south_extwalls_lwsurfaces_loss",-8369.02968593053,"lwsurfaces","U001_Caso01_1a7_ac_in1_1.csv","saopaulo","SALA","Air Conditioner","loss","south_extwalls",-770340.721293685,0.0109
"1474","north_extwalls_lwsurfaces_loss",-140545.013241962,"lwsurfaces","U001_Caso01_1a7_ac_in1_1.csv","saopaulo","SALA","Air Conditioner","loss","north_extwalls",-429785.557295222,0.327
"1475","west_extwalls_lwsurfaces_loss",-337875.052718801,"lwsurfaces","U001_Caso01_1a7_ac_in1_1.csv","saopaulo","SALA","Air Conditioner","loss","west_extwalls",-1364101.97718443,0.2477
"1476","east_extwalls_lwsurfaces_loss",-92020.218333761,"lwsurfaces","U001_Caso01_1a7_ac_in1_1.csv","saopaulo","SALA","Air Conditioner","loss","east_extwalls",-324491.46536505,0.2836
"1477","none_roof_convection_gain",42057.9636451438,"convection","U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","SALA","Air Conditioner","gain","roof",1821560.96602433,0.0231
"1478","none_floor_convection_gain",34592.8533903395,"convection","U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","SALA","Air Conditioner","gain","floor",2081706.95115366,0.0166
"1479","none_intwalls_convection_gain",38991.687566708,"convection","U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","SALA","Air Conditioner","gain","intwalls",1679201.21429705,0.0232
"1480","south_extwalls_convection_gain",92801.6303502638,"convection","U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","SALA","Air Conditioner","gain","south_extwalls",733287.946457457,0.1266
"1481","north_extwalls_convection_gain",28305.4798374493,"convection","U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","SALA","Air Conditioner","gain","north_extwalls",427743.310483628,0.0662
"1482","west_extwalls_convection_gain",95285.978035033,"convection","U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","SALA","Air Conditioner","gain","west_extwalls",1332993.68875678,0.0715
"1483","east_extwalls_convection_gain",25166.4464975464,"convection","U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","SALA","Air Conditioner","gain","east_extwalls",320853.904105591,0.0784
"1484","none_roof_convection_loss",-465607.579026394,"convection","U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","SALA","Air Conditioner","loss","roof",-1821563.42299058,0.2556
"1485","none_floor_convection_loss",-427535.806580395,"convection","U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","SALA","Air Conditioner","loss","floor",-2081709.59287529,0.2054
"1486","none_intwalls_convection_loss",-604696.340789054,"convection","U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","SALA","Air Conditioner","loss","intwalls",-1679205.61739958,0.3601
"1487","south_extwalls_convection_loss",-115625.021615417,"convection","U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","SALA","Air Conditioner","loss","south_extwalls",-733289.119932857,0.1577
"1488","north_extwalls_convection_loss",-120233.476002437,"convection","U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","SALA","Air Conditioner","loss","north_extwalls",-427746.019359478,0.2811
"1489","west_extwalls_convection_loss",-363572.706228398,"convection","U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","SALA","Air Conditioner","loss","west_extwalls",-1332995.25171417,0.2727
"1490","east_extwalls_convection_loss",-82108.5242906359,"convection","U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","SALA","Air Conditioner","loss","east_extwalls",-320856.481459982,0.2559
"1491","none_roof_conduction_gain",1173276.676607,"conduction","U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","SALA","Air Conditioner","gain","roof",1821560.96602433,0.6441
"1492","none_floor_conduction_gain",711230.269215299,"conduction","U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","SALA","Air Conditioner","gain","floor",2081706.95115366,0.3417
"1493","none_intwalls_conduction_gain",851756.223126801,"conduction","U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","SALA","Air Conditioner","gain","intwalls",1679201.21429705,0.5072
"1494","south_extwalls_conduction_gain",46647.1373800993,"conduction","U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","SALA","Air Conditioner","gain","south_extwalls",733287.946457457,0.0636
"1495","north_extwalls_conduction_gain",200144.293106698,"conduction","U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","SALA","Air Conditioner","gain","north_extwalls",427743.310483628,0.4679
"1496","west_extwalls_conduction_gain",601082.787308473,"conduction","U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","SALA","Air Conditioner","gain","west_extwalls",1332993.68875678,0.4509
"1497","east_extwalls_conduction_gain",113879.284094503,"conduction","U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","SALA","Air Conditioner","gain","east_extwalls",320853.904105591,0.3549
"1498","none_roof_conduction_loss",-301798.162315895,"conduction","U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","SALA","Air Conditioner","loss","roof",-1821563.42299058,0.1657
"1499","none_floor_conduction_loss",-1027087.94397738,"conduction","U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","SALA","Air Conditioner","loss","floor",-2081709.59287529,0.4934
"1500","none_intwalls_conduction_loss",-465683.021297564,"conduction","U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","SALA","Air Conditioner","loss","intwalls",-1679205.61739958,0.2773
"1501","south_extwalls_conduction_loss",-609032.839802629,"conduction","U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","SALA","Air Conditioner","loss","south_extwalls",-733289.119932857,0.8305
"1502","north_extwalls_conduction_loss",-169482.899249116,"conduction","U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","SALA","Air Conditioner","loss","north_extwalls",-427746.019359478,0.3962
"1503","west_extwalls_conduction_loss",-632734.175711194,"conduction","U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","SALA","Air Conditioner","loss","west_extwalls",-1332995.25171417,0.4747
"1504","east_extwalls_conduction_loss",-148069.052742544,"conduction","U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","SALA","Air Conditioner","loss","east_extwalls",-320856.481459982,0.4615
"1505","none_roof_solarrad_gain",346678.718461978,"solarrad","U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","SALA","Air Conditioner","gain","roof",1821560.96602433,0.1903
"1506","none_floor_solarrad_gain",382416.234208216,"solarrad","U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","SALA","Air Conditioner","gain","floor",2081706.95115366,0.1837
"1507","none_intwalls_solarrad_gain",402811.087592341,"solarrad","U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","SALA","Air Conditioner","gain","intwalls",1679201.21429705,0.2399
"1508","south_extwalls_solarrad_gain",102302.893921924,"solarrad","U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","SALA","Air Conditioner","gain","south_extwalls",733287.946457457,0.1395
"1509","north_extwalls_solarrad_gain",54098.7199253114,"solarrad","U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","SALA","Air Conditioner","gain","north_extwalls",427743.310483628,0.1265
"1510","west_extwalls_solarrad_gain",156428.801951552,"solarrad","U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","SALA","Air Conditioner","gain","west_extwalls",1332993.68875678,0.1174
"1511","east_extwalls_solarrad_gain",56655.1040456787,"solarrad","U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","SALA","Air Conditioner","gain","east_extwalls",320853.904105591,0.1766
"1512","none_roof_solarrad_loss",0,"solarrad","U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","SALA","Air Conditioner","loss","roof",-1821563.42299058,0
"1513","none_floor_solarrad_loss",0,"solarrad","U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","SALA","Air Conditioner","loss","floor",-2081709.59287529,0
"1514","none_intwalls_solarrad_loss",0,"solarrad","U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","SALA","Air Conditioner","loss","intwalls",-1679205.61739958,0
"1515","south_extwalls_solarrad_loss",0,"solarrad","U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","SALA","Air Conditioner","loss","south_extwalls",-733289.119932857,0
"1516","north_extwalls_solarrad_loss",0,"solarrad","U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","SALA","Air Conditioner","loss","north_extwalls",-427746.019359478,0
"1517","west_extwalls_solarrad_loss",0,"solarrad","U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","SALA","Air Conditioner","loss","west_extwalls",-1332995.25171417,0
"1518","east_extwalls_solarrad_loss",0,"solarrad","U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","SALA","Air Conditioner","loss","east_extwalls",-320856.481459982,0
"1519","none_roof_swlights_gain",11352.5822768654,"swlights","U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","SALA","Air Conditioner","gain","roof",1821560.96602433,0.0062
"1520","none_floor_swlights_gain",11352.5822768654,"swlights","U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","SALA","Air Conditioner","gain","floor",2081706.95115366,0.0055
"1521","none_intwalls_swlights_gain",13191.6830168069,"swlights","U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","SALA","Air Conditioner","gain","intwalls",1679201.21429705,0.0079
"1522","south_extwalls_swlights_gain",4512.65754759836,"swlights","U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","SALA","Air Conditioner","gain","south_extwalls",733287.946457457,0.0062
"1523","north_extwalls_swlights_gain",1916.34360676281,"swlights","U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","SALA","Air Conditioner","gain","north_extwalls",427743.310483628,0.0045
"1524","west_extwalls_swlights_gain",6365.53273566987,"swlights","U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","SALA","Air Conditioner","gain","west_extwalls",1332993.68875678,0.0048
"1525","east_extwalls_swlights_gain",1624.43126370013,"swlights","U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","SALA","Air Conditioner","gain","east_extwalls",320853.904105591,0.0051
"1526","none_roof_swlights_loss",0,"swlights","U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","SALA","Air Conditioner","loss","roof",-1821563.42299058,0
"1527","none_floor_swlights_loss",0,"swlights","U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","SALA","Air Conditioner","loss","floor",-2081709.59287529,0
"1528","none_intwalls_swlights_loss",0,"swlights","U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","SALA","Air Conditioner","loss","intwalls",-1679205.61739958,0
"1529","south_extwalls_swlights_loss",0,"swlights","U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","SALA","Air Conditioner","loss","south_extwalls",-733289.119932857,0
"1530","north_extwalls_swlights_loss",0,"swlights","U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","SALA","Air Conditioner","loss","north_extwalls",-427746.019359478,0
"1531","west_extwalls_swlights_loss",0,"swlights","U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","SALA","Air Conditioner","loss","west_extwalls",-1332995.25171417,0
"1532","east_extwalls_swlights_loss",0,"swlights","U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","SALA","Air Conditioner","loss","east_extwalls",-320856.481459982,0
"1533","none_roof_lwinternal_gain",83287.1566048726,"lwinternal","U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","SALA","Air Conditioner","gain","roof",1821560.96602433,0.0457
"1534","none_floor_lwinternal_gain",83287.1566048726,"lwinternal","U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","SALA","Air Conditioner","gain","floor",2081706.95115366,0.04
"1535","none_intwalls_lwinternal_gain",96779.546935466,"lwinternal","U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","SALA","Air Conditioner","gain","intwalls",1679201.21429705,0.0576
"1536","south_extwalls_lwinternal_gain",28540.249523981,"lwinternal","U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","SALA","Air Conditioner","gain","south_extwalls",733287.946457457,0.0389
"1537","north_extwalls_lwinternal_gain",13020.5414551731,"lwinternal","U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","SALA","Air Conditioner","gain","north_extwalls",427743.310483628,0.0304
"1538","west_extwalls_lwinternal_gain",40258.7368336368,"lwinternal","U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","SALA","Air Conditioner","gain","west_extwalls",1332993.68875678,0.0302
"1539","east_extwalls_lwinternal_gain",11174.3452786934,"lwinternal","U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","SALA","Air Conditioner","gain","east_extwalls",320853.904105591,0.0348
"1540","none_roof_lwinternal_loss",0,"lwinternal","U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","SALA","Air Conditioner","loss","roof",-1821563.42299058,0
"1541","none_floor_lwinternal_loss",0,"lwinternal","U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","SALA","Air Conditioner","loss","floor",-2081709.59287529,0
"1542","none_intwalls_lwinternal_loss",0,"lwinternal","U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","SALA","Air Conditioner","loss","intwalls",-1679205.61739958,0
"1543","south_extwalls_lwinternal_loss",0,"lwinternal","U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","SALA","Air Conditioner","loss","south_extwalls",-733289.119932857,0
"1544","north_extwalls_lwinternal_loss",0,"lwinternal","U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","SALA","Air Conditioner","loss","north_extwalls",-427746.019359478,0
"1545","west_extwalls_lwinternal_loss",0,"lwinternal","U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","SALA","Air Conditioner","loss","west_extwalls",-1332995.25171417,0
"1546","east_extwalls_lwinternal_loss",0,"lwinternal","U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","SALA","Air Conditioner","loss","east_extwalls",-320856.481459982,0
"1547","none_roof_lwsurfaces_gain",164907.868428466,"lwsurfaces","U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","SALA","Air Conditioner","gain","roof",1821560.96602433,0.0905
"1548","none_floor_lwsurfaces_gain",858827.85545807,"lwsurfaces","U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","SALA","Air Conditioner","gain","floor",2081706.95115366,0.4126
